Bigram,Frequency
STAGECOACH ELEM,1
BURR INTERMEDIATE,1
SACHEM SEPTA,1
ELMONT INTERSCHOOL,1
INTERSCHOOL CNCL,1
WOOD PARK,1
PARK PRIMARY,1
MASSAPEQUA COUNCIL,1
CONGRESS STAGECOACH,1
CONGRESS SUFFOLK,1
W CLARKE,1
SUFFOLK REGION,1
CONGRESS SELDEN,1
SELDEN MIDDLE,1
BALDWIN COUNCIL,1
NORTH COLEMAN,1
COLEMAN RD,1
CONGRESS TACKAN,1
TACKAN ELEMENTARY,1
ERWIN VALLEY,1
J ONEILL,1
EAST BROADWAY,1
CHEROKEE STREET,1
CLARKE HIGH,1
CLUB C,1
C ARTHUR,1
ARTHUR CURLEY,1
RALPH G,1
WANTAGH ELEM,1
CONGRESS VANDERBILT,1
VANDERBILT ELEMENTARY,1
E ALLEN,1
ELEM CTR,1
CTR SEPTA,1
CONGRESS SIGNAL,1
STREAM SEPTA,1
FLORENCE SMITH,1
ELWOOD SECONDARY,1
CHERRY AVE,1
HOLLOW PRIMARY,1
JANE RYAN,1
CONGRESS MONTOWESE,1
WHITING LANE,1
OTTAUQUECHEE SCHOOL,1
COCHRANTON PTO,1
MCCALL MIDDLE,1
MAYO HIGH,1
UPPER PROVIDENCE,1
INC DALLAS,1
DALLAS RANCH,1
BYRD ELEMENTARY,1
SHERIDAN BOOSTER,1
INC SALE,1
ASHLAND ELEMENTARY,1
SALE CREEK,1
ENDY ELEMENTARY,1
GEMINI ELEMENTARY,1
INC SHAYNE,1
SHAYNE ELEMENTARY,1
INC MCDOUGLE,1
ELKHORN ELEMENTARY,1
STUDENTS GEER,1
MARSHALL ATHLETIC,1
ZARROW INTL,1
FAIRFIELD WOODS,1
DOLAN MIDDLE,1
STAMFORD RIPPOWAN,1
RIPPOWAN MIDDLE,1
AUSTIN ROAD,1
H MORAN,1
MORAN MIDDLE,1
INC CREC,1
CREC MONTESSORI,1
STAMFORD DOLAN,1
WALTER WILLIAMS,1
HENRY ZARROW,1
WEST YADKIN,1
YADKIN ELEMENTARY,1
LAKE CAROLINA,1
CAROLINA ELEMENMTARY,1
ELEMENMTARY SCHOOL,1
F BRADACH,1
BRADACH ELEMENTARY,1
KERNAN MIDDLE,1
GEER PARK,1
NATION ATHLETIC,1
CEDAR FORK,1
BURTON HILL,1
EXPLORATIONS PARENT,1
NORTH COMMUNICATION,1
COMMUNICATION NETWORK,1
MANSFIELD LEGACY,1
CYCLONE TOUCHDOWN,1
CONGRESS HEIDI,1
HEIDI PETTY,1
PETTY TREASURER,1
HARLEM PARENT,1
ALMONT MUSIC,1
PHOENIX MIDDLE,1
EDGEWOOD JR,1
INC STRATFIELD,1
STRATFIELD SCHOOL,1
RUTH CHAFFEE,1
CHAFFEE PTA,1
INC RACE,1
RACE BROOK,1
WHITELAND ELEMENTARY,1
RENAISSANCE SCHOOL,1
INTERMIDIATE PTO,1
NAVARRO INTERMIDIATE,1
STELLER PARENT,1
JONES PARK,1
BULLDOG PTO,1
DIVIDE ELEMENTARY,1
FRIENDS KAEC,1
KAEC INC,1
MCKEESPORT TIGER,1
MARTIN WALKER,1
STUDENTS MEIKLEJOHN,1
MEIKLEJOHN PTA,1
MANATEE COVE,1
HILL BAND,1
HARRISVILLE CENTRAL,1
ROCK CAVE,1
CAVE PTO,1
WAKE EARLY,1
COLLEGE HEALTH,1
PARKER FARMS,1
INC BOOTH,1
ORG ELEMENTARY,1
INC PRINCETON,1
LEE BURBANK,1
BURBANK SCHOOL,1
DANIEL BUTLER,1
INC REHOBOTH,1
REHOBOTH PTSA,1
C WHELAND,1
WHELAND SCHOOL,1
INC AMESBURY,1
WEST BOYLSTON,1
R FAUSEY,1
INC LITTLETON,1
NORTH SCITUATE,1
SCITUATE ELEMENTARY,1
WINMAN JUNIOR,1
MOSES BROWN,1
TEACHERS TIOGUE,1
GATE HIGH,1
PTSO PTSA,1
FAUSEY ELEMENTARY,1
SOMERVILLE COUNCIL,1
CANAL VIEW,1
BEER MIDDLE,1
ACADEMY FARM,1
FARM INC,1
DELAWARE PRIMARY,1
ELEMENTARY CRESSONA,1
CRESSONA WEST,1
DBA BMECW,1
ATLAS ELEMENTARY,1
INNOCENTS EPISCOPAL,1
SIDE AREA,1
INC SOMERVILLE,1
RAVENNA GRIDIRON,1
DAVIDSON FINE,1
APOPKA HIGH,1
HUNT JB,1
JB ELEMENTARY,1
TEACHER ORGINAZTION,1
ORGINAZTION PTO,1
PTO ROSSVIEW,1
TEACHERS GREENBUSH,1
DUNNS CORNERS,1
CORNERS SCHOOL,1
PEACHTREE RIDGE,1
MELTON PARENT,1
SUNDERLAND ELEMENTARY,1
SES FSO,1
ROBERTA TIPPS,1
TIPPS ELEMENTARY,1
WEST MANHEIM,1
CONGRESS THELMA,1
THELMA JONES,1
CONGRESS POOLE,1
ANNA MCCABE,1
POOLE ES,1
B SANDERLIN,1
SANDERLIN PTSA,1
MCHARG ELEMENTARY,1
OSKALOOSA ELEMENTARY,1
ROUND TOP,1
TOP ELEMENTARY,1
DUTCH RIDGE,1
ROLLAN MELTON,1
MEADOW CNCL,1
EAST MEADOW,1
REAL SCHOOL,1
MCCABE SCHOOL,1
HOPE HIGHLANDS,1
LANE ORGANIZATION,1
PRIMROSE HILL,1
WICKFORD MIDDLE,1
MYRON J,1
J FRANCIS,1
FRANCIS PARENT,1
CONGRESS FARNELL,1
FARNELL MIDDLE,1
MANATEE BAY,1
CONGRESS IKARD,1
IKARD ELEMENTARY,1
CHOCKSETT PARENT,1
BONNIE BRANCH,1
JIM MAPLES,1
MAPLES ACADEMY,1
VIEW ASSOCIATION,1
MPA INC,1
HUBBARD SCHOOL,1
BARON ELEMENTARY,1
VOY SPEARS,1
SPEARS JR,1
KOHL ELEMENTARY,1
PARENTS ATTLEBORO,1
ATTLEBORO SCHOOL,1
KELL BAND,1
HAGERSTOWN ELEMENTARY,1
FALCON PASS,1
CONGRESS GUNSTREAM,1
FALLS PARENTS,1
GUNSTREAM ELEMENTARY,1
ASSOCIATION BSW,1
CONGRESS CAPITAN,1
DALLAS PARK,1
PARK EMEMENTARY,1
CONGRESS VICTORY,1
VICTORY LAKES,1
LAKES INTERMEDIATE,1
CONGRESS VOY,1
TAYLORS FALLS,1
SCIENCES MPA,1
SIMONIAN CENTER,1
SUTTON MIDDLE,1
CRANEVILLE PTO,1
LABBB COLLABORATIVE,1
COLLABORATIVE CORP,1
BOYLSTON ELEMENTARY,1
FRIENDS PTO,1
PTO SUTTON,1
SCHOOL SIMONIAN,1
R STEWART,1
PLANO EDUCATORS,1
STEWART ESTEN,1
ESTEN ELEMENTARY,1
PTO ENGLESBY,1
ENGLESBY ELEMENTARY,1
EASTHAM ELEMENTARY,1
PERCY PRIEST,1
PRIEST PARENT,1
OAKLAND PARENT,1
BARTOW EDUCATION,1
BLAIR OAKS,1
OAKS ATHLETIC,1
VINAL SCHOOL,1
MOHS BAND,1
CLEVLAND ELEMENTARY,1
CONDOR KIDS,1
RICHARD BRANSOM,1
BRANSOM ELEMENTARY,1
BEAUBIEN ELEMENTARY,1
WILLIAM G,1
G VINAL,1
EAST BETHEL,1
ROYAL RIDGE,1
BETHEL COMMUNITY,1
ORGANIZAT IONS,1
IONS NISKAYUNA,1
NISKAYUNA CSD,1
CSD INC,1
SCHS ACADEMY,1
RESEARCH MEDICAL,1
MEDICAL SCIENCES,1
COTTONWOOD CANYON,1
LONGFELLOW INDEPENDENT,1
CORONA RANCH,1
TWP SCH,1
ASSOCIATION CETRONIA,1
CETRONIA INC,1
MARY PEAKE,1
PEAKE ELEMENTARY,1
COLENE HOOSE,1
HOOSE PTO,1
PEARSON EARLY,1
INC GOLD,1
INC SAUGATUCK,1
SAUGATUCK ELEMNTARY,1
ELEMNTARY SCHOOL,1
MEDWAY ELEMENTARY,1
BOB GRAHAM,1
GRAHAM EDUCATIONAL,1
INC WESTVIEW,1
WESTVIEW PTSA,1
HOPE TWP,1
ELEMENTARY BRIGHTON,1
INC THEUERKAUF,1
THEUERKAUF ELEMENTARY,1
NEW MILFORD,1
WILTON HIGH,1
INC WILLINGTON,1
WILLINGTON PTA,1
JOHN READ,1
READ MIDDLE,1
FAWN HOLLOW,1
JOSEPH GOODWIN,1
EASTFORD PTO,1
MILFORD ORGANIZATION,1
INC STAPLES,1
NAUBUC SCHOOL,1
OXFORD PARENT,1
STEPNEY ORGANIZATION,1
INC BOLTON,1
BOLTON CENTER,1
MOHEGAN SCHOOL,1
TARIFFVILLE SCHOOL,1
POQUONOCK ELEMENTARY,1
STAPLES HIGH,1
LOTS PTA,1
WILLETT PTO,1
NEW LEBANON,1
FLOOD MIDDLE,1
STRATFORD ACADEMY,1
INC TASHUA,1
TASHUA PTA,1
RIDGEFIELD HIGH,1
JULIAN CURTISS,1
CURTISS SCHOOL,1
HAMILTON AVENUE,1
LEBANON PTA,1
LONG LOTS,1
NORTH MIANUS,1
MIANUS ELEMENTARY,1
INC ROWAYTON,1
ROWAYTON SCHOOL,1
COLEYTOWN ELEMENTARY,1
COLEYTOWN MIDDLE,1
INC KINGS,1
HIGHWAY PTA,1
EAST SCHOOL,1
GLASTONBURY PTSO,1
STAMFORD CLOONAN,1
ENFIELD STREET,1
ELLIS TECH,1
TECH BOOSTER,1
LONGWOOD HS,1
INC MOODY,1
MOODY PTA,1
ORANGETOWN COMM,1
CONGRESS SPRINGS,1
BURNS AVENUE,1
PTO DONNA,1
CLOONAN MIDDLE,1
DONNA MEAGHER,1
GLEN SCHOOL,1
CONNETQUOT SR,1
ROCKLAND HS,1
HS W,1
W PTSA,1
INC RIVERFIELD,1
RIVERFIELD PTA,1
H ELLIS,1
HEBRON AVENUE,1
BUNNELL HIGH,1
INC BUNNELL,1
INC NEWTOWN,1
NEWTOWN HIGH,1
INC LORDSHIP,1
LORDSHIP PTA,1
PARENTS OX,1
OX RIDGE,1
RIDGEFIELD PTA,1
AIKEN SCHOOL,1
NORTHEAST ACADEMY,1
POLK SCHOOL,1
STAMFORD TOQUAM,1
TOQUAM PTO,1
SALEM P,1
F INC,1
FAIRFIELD WARDE,1
WARDE HIGH,1
DEPAOLO JUNIOR,1
INC FLOOD,1
CHAPEL STREET,1
INC CHAPEL,1
PHILIP R,1
K MURPHY,1
INC WADDELL,1
WADDELL PTA,1
EDGAR PARKMAN,1
PARKMAN PTO,1
VINAL TECH,1
TECH PARENTS,1
FACULTY ORGAN,1
STAMFORD DAVENPORT,1
HAWLEY PTA,1
DAVENPORT RIDGE,1
STAMFORD STILLMEADOW,1
STILLMEADOW SCHOOL,1
PTO SOUT,1
SOUT ELEMENTARY,1
NORTH STRATFIELD,1
STRATFIELD PTA,1
GREENWICH HIGH,1
STAMFORD K,1
TEACHERS BLACKROCK,1
ELWOOD WYMAN,1
TEACHERS ELWOOD,1
LAKE BOOSTERS,1
GRISSOM MIDDLE,1
SUNNY SANDS,1
SANDS ELEMENTARY,1
WARWICK COUNCIL,1
COVENTRY COUNCIL,1
F SCOTT,1
WARREN SHERMAN,1
SHERMAN P,1
ALICE WADDINGTON,1
JOHN BROWN,1
BROWN FRANCIS,1
FRANCIS PTS,1
HOPKINS HILL,1
EDWARD RHODES,1
TEACHERS ORLO,1
ORLO AVENUE,1
INC HAWLEY,1
INC BUCKLEY,1
EAST SHORE,1
HALEY PTA,1
SHEPHERD GLEN,1
INC CLINTONVILLE,1
CLINTONVILLE PTA,1
ACRES PTA,1
FOREST STREET,1
INC SETH,1
SETH G,1
G HALEY,1
EDITH MACKRILLE,1
BUCKLEY PTA,1
MACKRILLE PTA,1
INC SAVIN,1
SAVIN ROCK,1
INC JENNINGS,1
OSBORN HILL,1
INC TOMLINSON,1
TOMLINSON MIDDLE,1
LIVE OAKS,1
INC SHEPHERD,1
RIDGE HILL,1
PATH PTA,1
BEAR PATH,1
INC KEENEY,1
KEENEY STREET,1
INC VERPLANCK,1
VERPLANCK SCHOOL,1
INC NOAH,1
TEACHER ASSOCIA,1
HOLMES PTA,1
CONGRESS PRESTI,1
EAST LYME,1
LYME MIDDLE,1
FRANCIS WALSH,1
WALSH INTERDIST,1
INTERDIST PTA,1
MARY MURPHY,1
MURPHY PTA,1
MARY TISKO,1
TISKO PTA,1
BALDWIN SR,1
CONGRESS CENTEREACH,1
CENTEREACH HIGH,1
CONGRESS HAWKINS,1
DANIEL STREET,1
LINDENHURST SENIOR,1
CONGRESS SAW,1
SAW MILL,1
BARNUM WOODS,1
CENTRAL MEMORIAL,1
MEMORIAL PTSA,1
CONGRESS COUNTRYWOOD,1
HAWKINS PATH,1
PTA P,1
CONGRESS OQUENOCK,1
OQUENOCK ELEM,1
CONGRESS HIAWATHA,1
CONGRESS STIMSON,1
STIMSON MIDDLE,1
CANDLEWOOD MIDDLE,1
SEAFORD HARBOR,1
HERRICKS HIGH,1
P Q,1
LINDENHURST COUNCIL,1
F GIBLYN,1
LANDING SCHOOL,1
SMITH STREET,1
CONGRESS MANETUCK,1
MANETUCK ELEMENTARY,1
HEWITT SCHOOL,1
SUWASSET GARDEN,1
GARDEN CLUB,1
SEWANHAKA CENTRAL,1
CONGRESS LANDING,1
CONGRESS UNQUA,1
JERICHO HIGH,1
PARK MEMORIAL,1
HS P,1
SHAW AVENUE,1
STREAM SOUTH,1
WILLIAM COVERT,1
BROOKLYN AVENUE,1
HARBORFIELDS HS,1
HILLSIDE GRADE,1
E WALTERS,1
SMITHTOWN ELEM,1
MEADOW DRIVE,1
TAPPEN ZEE,1
FRANKLIN AVENUE,1
CONGRESS BLIND,1
BLIND BROOK,1
BROOK RIDGE,1
RIDGE STREET,1
STREET PT,1
CONGRESS PENNINGTON,1
CONGRESS TAPPEN,1
ZEE HIGH,1
HERRICKS MIDDLE,1
ORANGETOWN MIDDLE,1
IRVINGTON NY,1
NY PTSA,1
CONGRESS PRIMROSE,1
PRIMROSE ELEM,1
SOMERS MIDDLE,1
CONGRESS TUCKAHOE,1
TUCKAHOE UNION,1
WESTLAKE MS,1
HARRIS HIGH,1
TOWNSEND HARRIS,1
ASSOCIATION TOWNSEND,1
ACCOMPSETT ELEM,1
CONGRESS HARLEY,1
HARLEY AVENUE,1
AVENUE PRIMARY,1
CONGRESS BELLEROSE,1
BELLEROSE AVENUE,1
BORO QUEENS,1
HICKSVILLE SENIOR,1
UNIONDALE SEPTA,1
LEE AVENUE,1
CONGRESS ELMSFORD,1
ELMSFORD PTSA,1
CONGRESS HIGHVIEW,1
MAPAVILLE SCHOOL,1
SCHOOL HANDICAPPED,1
HANDICAPPED PARENT,1
LITTLE TOR,1
GIBLYN ELEM,1
LEO F,1
CONGRESS BREWER,1
WALSH MID,1
HIGHSCHOOL SOCCER,1
INC INDIGO,1
MORRISH ELMS,1
ELMS RD,1
BOGAN ELEMENTARY,1
ACTON PARENT,1
CONGRESS SITTON,1
G WALSH,1
EAST BAND,1
DANISH ELEMENTARY,1
COVE COUNCIL,1
CARLE PLACE,1
PLACE SEPTA,1
MARION STREET,1
CONGRESS QUOGUE,1
QUOGUE SCHOOL,1
CONNETQUOT ELEM,1
CONGRESS UDALL,1
CANFIELD HIGHSCHOOL,1
HURRICANES BASEBALL,1
CONGRESS LEO,1
PTO JEANNE,1
POTOMAC FALLS,1
FALLS PTSO,1
ONEKA ELEMENTARY,1
PTA HUGO,1
COUNCIL AHS,1
AHS PAC,1
OAKLAND AVENUE,1
AVENUE CHARTER,1
JEANNE MARIE,1
NFA PARENT,1
MARIE DEMETRIOU,1
ACTON SCHOOLS,1
CONGRESS CORR,1
CORR ELEMENTARY,1
INC CAWSTON,1
CAWSTON ELEMENTARY,1
BRIDGE VALLEY,1
LEONA JACKSON,1
UDALL ROAD,1
UNIONDALE HIGH,1
HAMPTON STREET,1
STEWART MANOR,1
ROCK ASSOCIATION,1
LEE RD,1
CONGRESS HOWELL,1
HOWELL ROAD,1
COLUMBUS AVE,1
DUTCH LANE,1
NECK ROAD,1
CONGRESS SOUTHOLD,1
MANOR SCHOOL,1
CONGRESS WOODMERE,1
SOUTH GROVE,1
CENTRAL BLVD,1
W HEWLETT,1
HEWLETT HS,1
FORK LANE,1
PRIMARY SCH,1
CONGRESS EASTPLAIN,1
EASTPLAIN ELEMENTARY,1
SADDLE ROCK,1
INC SADDLE,1
J BELLEW,1
MALVERNE HIGH,1
WOODMERE MIDDLE,1
P WILLITS,1
WASHINGTON STREET,1
WANTAGH COUNCIL,1
E NORTHPORT,1
CONGRESS RHAME,1
RHAME AVENUE,1
DUTCH BROADWAY,1
K DEASY,1
DEASY SCHOOL,1
BERRY HILL,1
LYNBROOK COUNCIL,1
JAMES DEVER,1
DEVER SCHOOL,1
CALIFORNIA AVENUE,1
FREEPORT HIGH,1
LYNBROOK NORTH,1
PLAINS COUNCIL,1
CONGRESS SLOATSBURG,1
MINEOLA HIGH,1
FESTA MIDDLE,1
FERMI SCHL,1
SCHL PERFORMING,1
GROVE UPPER,1
UPPER ELEMENTAR,1
WAGNER MIDDLE,1
YONKERS MONTESSORI,1
FELIX V,1
V FESTA,1
BENJAMIN TURNER,1
CONGRESS ENRICO,1
WEST PATENT,1
PATENT ELEMENTARY,1
LINCOLN HS,1
HS EARLY,1
CONGRESS PAIDEIA,1
PAIDEIA SCHOOL,1
WT SCHOOL,1
PA JAPANESE,1
ENRICO FERMI,1
PADEIA SCHOOL,1
ANNE DORNER,1
COURTLANDTVILLE ELEMENTA,1
MAMARONECK SCHOOLS,1
PARSONS MEMORIAL,1
PELHAM SEPTA,1
E GORTON,1
GORTON HS,1
PELHAM COUNCIL,1
EASTCHESTER SEPTA,1
VAN COURTLANDTVILLE,1
LAKELAND COOPER,1
CONGRESS PADEIA,1
COOPER BEECH,1
BEECH MIDDLE,1
CONGRESS CROMPOUND,1
YORKTOWN CENTRAL,1
CENTRAL SCHOOLS,1
SCHOOLS COU,1
CONGRESS MOHANSIC,1
COLLEGE ELEMENTARY,1
JAPANESE PARENT,1
PARENT ASSO,1
JAPANESE WEEKEND,1
LAKE ALFRED,1
FORT RIVER,1
INC LAWTON,1
LAWTON ALTERNATIVE,1
CONGRESS ELEMENTRY,1
OREGON ORGANIZATION,1
CENTRAL BUCKS,1
BUCKS SOUTH,1
SOUTH INSTRUMENTAL,1
ALFRED ELEMENTARY,1
WEEKEND SCHOOL,1
INC COLD,1
MCALLEN FRIENDS,1
FRIENDS INTERNATIONAL,1
BACCALAUREATE INC,1
POINT BEARCAT,1
BEARCAT BAND,1
GLENKIRK ES,1
MALVERNE EDUCATIONAL,1
QUARTER MIDDLE,1
FOLLY QUARTER,1
CONGRESS FOLLY,1
MADISON INTERMEDIATE,1
YORK LI,1
LI PARENT,1
MS INC,1
CLARKSTOWN FAMILY,1
FAMILY RESOURCE,1
CENTER PARTNERSHIP,1
CONGRESS YONKER,1
YONKER MIDDLE,1
OSSINING ATHLETIC,1
CONGRESS ALONSO,1
ALONSO HIGH,1
ACTON MIDDLE,1
ROYAL BOOSTERS,1
DALLIN ELEMENTARY,1
LOUISE WHITE,1
B GORRIE,1
GORRIE FOUNDATION,1
OSSINING COUNCIL,1
KENNEDY MAGNET,1
P MANHATTAN,1
PAKANASINK ELEM,1
MAGNET SCHOO,1
HOLMES ROAD,1
SUFFERN MIDDLE,1
WOODBURY MS,1
HICKSVILLE SEPTA,1
CONGRESS COLONIE,1
COLONIE CENTRAL,1
CONGRESS PAKANASINK,1
CENTRAL HUDSON,1
BAILEY SCHOOL,1
HUDSON REGION,1
HARMONY HILL,1
CONGRESS LISHA,1
LISHA KILL,1
NYACK MIDDLE,1
LAKEWOOD ELEM,1
CONGRESS CAZENOVIA,1
CAZENOVIA MIDDLE,1
WEBSTER MAGNET,1
SEVEN CO,1
CENTRAL SEVEN,1
GREENBURGH CENTRAL,1
DORNER MIDDLE,1
VALHALLA SCHOOL,1
LOWER LAB,1
SCHOOL FIVE,1
EASTCHESTER MIDDLESCHOOL,1
MIDDLESCHOOL PT,1
TRINITY ELEM,1
ARTHUR BARR,1
BARR MS,1
CONGRESS ELDORADO,1
ELDORADO SCHOOL,1
CECIL H,1
H PARKER,1
PARKER ELEM,1
CONGRESS WOODGLEN,1
WOODGLEN SCHOOL,1
CONGRESS GREENBURGH,1
J BAILEY,1
CONGRESS CHIPPEWA,1
CONGRESS FOXFIRE,1
KRAMER LANE,1
SOMERS SEPTA,1
ASSOCIATION EARTH,1
EARTH SCHOOL,1
VERNON STEAM,1
PURCHASE SCHOOL,1
FRANK G,1
G LINDSEY,1
CONGRESS KRAMER,1
BEDFORD VILLAGE,1
CHIPPEWA ELEMENTARY,1
CONGRESS TESAGO,1
ALLENDALE PARENT,1
CONGRESS POUND,1
POUND RIDGE,1
CONGRESS EUGENIO,1
EUGENIO MARIA,1
MARIA BEHOSTAS,1
BEHOSTAS MICRO,1
SOMERS INTERMEDIATE,1
H HOLMES,1
KLEIN MS,1
LOUIS KLEIN,1
WESTCHESTER EAST,1
EAST PUTNAM,1
PUTNAM REGI,1
LINCOLN AVE,1
PEEKSKILL CSD,1
CSD PTO,1
OSSINING EARLY,1
TRIBECA LEARNING,1
CENTER PS,1
NANUET COUNCIL,1
CONGRESS MUSEUM,1
CONGRESS FURNACE,1
FURNACE WOODS,1
ROCHELLE SEPTA,1
VERNON COUNCIL,1
YORKTOWN SEPTA,1
CONGRESS FAMILY,1
BREWER ELEM,1
RASHIKIS ELEMENTARY,1
SMITHTOWN COUNCIL,1
GEORGE JACKSON,1
MASSAPEQUA SEPTA,1
CONGRESS HEMLOCK,1
HEMLOCK PARK,1
NORTH MERRICK,1
MERRICK SEPTA,1
COMMACK SEPTA,1
BEACH BOCES,1
BOCES SEPT,1
EDITH L,1
WOODS MS,1
L SLOCUM,1
LYNWOOD AVENUE,1
CONGRESS OXHEAD,1
OXHEAD ROAD,1
W DODD,1
DODD MS,1
CONGRESS PAUMANOK,1
PAUMANOK ELEM,1
CONGRESS LENOX,1
TOOKER AVENUE,1
CONGRESS CORAM,1
ROBERT MOSES,1
OTSEGO ELEMENTARY,1
E SCHWARTING,1
SCHWARTING ELEM,1
WILLIAM RALL,1
HAUPPAUGE HIGH,1
HAUPPAUGE COUNCIL,1
CONGRESS CANAAN,1
CANAAN ELEMENTARY,1
MOSES MS,1
CONGRESS TOOKER,1
CAROLINE G,1
G ATKINSON,1
NEWFIELD HIGH,1
WALTER BOARDMAN,1
BOARDMAN ELEM,1
ELEM SCHO,1
SAGAMORE JR,1
ISLIP MIDDLE,1
BABYLON HS,1
CONGRESS MAUD,1
MAUD SHERWOOD,1
PIERSON HIGH,1
CARLE PL,1
PL SCH,1
LONGWOOD SEPTA,1
WESTBURY HS,1
CONGRESS CARIE,1
CARIE PLACE,1
PLACE PUBLIC,1
CONGRESS PIERSON,1
NORTHERN PARKWAY,1
HAUPPAUGE SEPTA,1
SUMMIT LANE,1
CONGRESS CHATTERTON,1
CHATTERTON SCHOOL,1
GRAND AVENUE,1
SYOSSET SEPTSA,1
WEST GATES,1
GATES AVENUE,1
CONGRESS SAXTON,1
DAWNWOOD MIDDLE,1
CONGRESS DAWNWOOD,1
EASTMORICHES PARENT,1
LINDENHURST MS,1
FARMINGDALE COUNCIL,1
SAYVILLE COUNCIL,1
WOODS ROAD,1
WHITMAN HS,1
JOHN MANDRACCHIA,1
MANDRACCHIA SAWMILL,1
CONGRESS SAG,1
SAG HARBOR,1
CONGRESS MANORHAVEN,1
JOHN PEARL,1
CONGRESS HB,1
HB MATTLIN,1
MATTLIN MIDDLE,1
CLEAR STREAM,1
STREAM AVENUE,1
SEAFORD SEPTA,1
HAUPPAUGE MIDDLE,1
CONGRESS OTSEGO,1
CAREY HS,1
CONGRESS RASHIKIS,1
KENNEDY MS,1
CONGRESS VERNE,1
VERNE W,1
W CRITZ,1
BEACH CENTRAL,1
BELLMORE ELEMENTARY,1
HICKSVILLE MIDDLE,1
CONGRESS GRIBBIN,1
GRIBBIN SCHOOL,1
ROBERT FINLEY,1
NASSAU RD,1
FINLEY MS,1
LINCOLN AVENUE,1
LYNBROOK SEPTA,1
SUSAN E,1
E WILEY,1
CONGRESS WHEELER,1
WHEELER AVENUE,1
CONGRESS MAURICE,1
RD SCHO,1
CNCL P,1
FRANK CAREY,1
LANE MEMORIAL,1
CITY SEPTA,1
CONGRESS MCKENNA,1
FARMINGDALE SEPTA,1
EUGENE AUER,1
OLD COUNTRY,1
COUNTRY ROAD,1
HICKSVILLE COUNCIL,1
BRENTWOOD WEST,1
WEST HOLLOW,1
MEDFORD CNCL,1
HOLLOW MS,1
CONGRESS CENTRE,1
CENTRE AVENUE,1
FRANCIS F,1
F WILSON,1
SENECA MS,1
CONGRESS PATCHOGUE,1
PATCHOGUE MEDFORD,1
MAURICE W,1
W DOWNING,1
SYOSSET HIGH,1
THOMPSON MS,1
CONGRESS DOGWOOD,1
DOGWOOD ELEM,1
DEAUVILLE GARDENS,1
CONGRESS RUSHMORE,1
RUSHMORE SCHOOL,1
PULASKI ROAD,1
HARRY B,1
B THOMPSON,1
CONGRESS KREAMER,1
J IRVING,1
KREAMER ST,1
CONGRESS BRETTON,1
BRETTON WOODS,1
HELEN B,1
B DUFFIELD,1
CONGRESS TREMONT,1
TREMONT AVENUE,1
H FRANK,1
CONGRESS BABYLON,1
WEST PTS,1
SMITHTOWN HIGH,1
COMMACK MIDDLE,1
IRVING BAYLIS,1
W CARBONARO,1
LONGWOOD MIDDLE,1
CONNETQUOT SEPTA,1
WOODWARD PARKWAY,1
CONGRESS RONKONKOMA,1
RONKONKOMA MIDDLE,1
ELWOOD MIDDLE,1
SYOSSET COUNCIL,1
CONNETQUOT COUNCIL,1
CONGRESS GARDINERS,1
GARDINERS AVENUE,1
CONGRESS OLDFIELD,1
MIDDLE ISLAND,1
EAST QUOGUE,1
QUOGUE COMMUNITY,1
PARK SEPTA,1
SAXTON MS,1
WANTAGH SEPTA,1
CONGRESS WISDOM,1
J BOSTI,1
FLOYD B,1
B WATSON,1
TAYLOR FINLEY,1
FINLEY JHS,1
SEAFORD MIDDLE,1
ROBERT SEAMAN,1
CONGRESS DAVISON,1
DAVISON AVENUE,1
CONGRESS SPECIAL,1
HARBORFIELDS SEPTA,1
COMMACK HIGH,1
E COUNCL,1
CONGRESS AMAGANSETT,1
SYCAMORE AVE,1
SHORE SEPTA,1
BAYS SECONDARY,1
SECONDARY SCH,1
J GELINAS,1
HARBORFIELDS COUNCIL,1
BELLPORT HIGH,1
WISDOM LN,1
N MIDDLE,1
LONGWOOD COUNCIL,1
CONGRESS VISIONS,1
VISIONS SCHOOL,1
CONGRESS WING,1
COMMACK RD,1
SOUTH MANOR,1
ISLIP MS,1
BRENTWOOD N,1
JERICHO MIDDLE,1
HUNTINGTON COUNCIL,1
NASSAU BOCES,1
BOCES MIDDLESCHL,1
MIDDLESCHL PTS,1
MINEOLA SEPTA,1
ELWOOD COUNCIL,1
CONGRESS BIRCHWOOD,1
COPIAGUE SR,1
DICKINSON AVENUE,1
GELINAS JHS,1
E MEADOW,1
MEADOW HIGH,1
JOHN HANSON,1
WARD MELVILLE,1
MELVILLE HS,1
WASHINGTON DRIVE,1
DRIVE PRIMARY,1
PRIMARY PT,1
ASSOCIATION QUEENS,1
QUEENS COLLEGE,1
COLLEGE SCHOO,1
HANSON MONTESSOIR,1
BEHAVIOR TEACHER,1
MONTESSOIR SCHOOL,1
CHAPEL GLEN,1
POND PARENT,1
INC JEREMIAH,1
JEREMIAH GRAY,1
NIGHTHAWK PARENT,1
PARENT IRONWOOD,1
HIGH SOUTH,1
MARTIN AVENUE,1
CITY INC,1
COUNCIL NEW,1
BICYCLE PATH,1
BOCES ALT,1
COALITION EDUCATION,1
GREAT HOLLOW,1
CONGRESS SUNQUAM,1
SUNQUAM ELEM,1
CONGRESS UNITY,1
UNITY DRIVE,1
